-50167,53295,-19103,-39202,-13072,-44518,19864,-33989,27589,-13503,
-22758,-7562,46958,36611,-33992,41844,34689,37576,47821,-19596,
-45594,55007,277,8943,-47412,-25161,4123,-48966,9911,57666,
9452,32002,23242,-35699,-58223,-4247,13820,-22363,-29732,-27768,
30107,-32993,-5811,38829,-8402,-10350,-64033,-24958,-10920,20922,
58953,-4789,-12061,58547,59085,21641,32020,-34463,38387,-22947,
26413,16597,19102,-41683,-25447,-18773,28669,-945,-19222,-53714,
51694,51300,47055,47036,-37673,-1599,-49083,-28187,-49841,31728,
-29762,-20269,-30142,54116,-48394,-16405,-38414,-50628,61509,-24971,
7879,-28909,-44535,-11304,-45511,-46505,13570,5938,4614,48031,
-35844,52955,-44565,-28697,-9336,-303,44279,63172,53085,-14363,
12279,-53860,27374,43665,50320,26624,18093,-51958,53754,29359,
61025,21821,59804,49488,60673,58173,-6923,19471,2130,61856,
52756,47971,-4947,58887,-57895,-49485,-15713,58404,-35289,21917,
-24023,28483,50695,-18301,-46468,-51275,-50372,-60953,6379,-48373,
51532,49681,-18274,28562,37700,32933,45419,18233,59382,56640,
-64161,2204,-28025,-63537,-22057,2014,-62196,46420,-44175,15408,
-53068,-49157,-31899,-42103,38612,48405,-55426,10110,-35169,18076,
-34475,-3029,49749,61175,64974,33988,25563,41516,-64614,-20240,
28043,-42096,-35404,24544,48760,-25604,-36538,908,-4334,6292,
-51616,-28500,-40088,-15795,-17116,15428,533,42521,48740,15325,
12396,55997,-31319,-7666,37314,35545,-7965,1556,64648,32838,
58670,-23420,58450,-58391,-41348,3714,-59451,19851,21480,-11828,
18150,-51582,54176,53154,28028,2339,16179,43692,8862,30602,
54010,27308,51296,39073,23093,52062,-42219,38081,-62887,11298,
44195,-36596,-4673,-19156,-24469,31297,-45481,28051,43981,15358,
-30590,14276,-54323,-59153,41584,17760,-40747,-20605,-20691,11760,
-43911,56643,50982,19653,62497,23423,-33748,39680,-12226,-59999,
-41974,-22572,1896,-54260,29680,10607,53456,-35251,-34085,-23499,
-51068,51318,-30807,-64116,-52518,-55341,16390,-2775,38911,-22019,
47310,27368,3656,-39012,61489,-12350,43541,-29819,-759,25854,
38919,-54869,-17535,-20650,7805,41477,-54248,62966,-46571,-55625,
49635,-26135,-56028,-25778,54184,49574,-2908,16971,-52171,29517,
5123,-15517,19648,-5526,3773,-56422,-24064,48810,-10745,-14590,
30788,9894,42992,25798,-14725,-52128,-64497,-12937,4025,-9495,
44565,62136,-13009,18915,-33427,19037,6050,51255,-17777,-57082,
29156,-29160,-537,25407,6156,64998,-20406,-15335,-35096,-25493,
4524,-14736,-16595,-61799,-3777,-62408,-33370,8761,-41036,11304,
55743,5859,-41583,25967,39934,35638,-52138,-45544,64660,-51559,
6960,28352,63493,-37212,-52264,-45346,51863,-55986,-884,62344,
44285,24699,-49871,19634,6391,24544,-57568,39166,-57395,6674,
38690,7150,12536,-28238,59503,-64672,40111,-17515,57335,-9042,
54691,-14430,-23804,41821,12929,-31784,-19782,-7189,-31044,-6932,
12770,-13973,-17329,33885,-61148,52073,-54834,-46333,-11095,62360,
-39781,62943,28979,-6523,-51684,-7701,39617,-36993,-15349,29414,
46516,-17257,-63952,-31154,14654,22025,45406,53570,55022,-16776,
-60086,24788,40240,-32050,49818,4834,-18265,47696,-15794,-15600,
-5812,-20069,-22354,24750,63869,-20749,-3889,12006,-37236,-5282,
32980,137,13632,-63930,56596,-24155,57772,48030,47753,30877,
-8228,32506,21483,-41002,-52854,30970,-64600,44339,-28698,-50296,
49387,20744,-2909,-62519,-59151,813,-26681,-53360,29843,48126,
-15670,-18398,-12615,-12547,-35389,51079,-36845,-47641,23984,33985,
-32152,2745,8795,-61025,58747,63340,-28143,13869,-54490,47065,
-3096,44980,23634,10324,-55149,-3803,-11875,18559,62865,-37697,
1050,54197,-57151,-6984,-30567,-24464,-665,-51676,-57580,30461,
36381,-14101,-8187,-49061,-40761,2642,-14365,26375,-40934,-30283,
16984,54120,-57731,-15060,38232,-36380,-59229,-51177,2348,24031,
-2598,6037,-53849,7567,-16256,55598,-21396,-35371,-58925,-63015,
-61547,-51233,-24374,-49613,-49358,46245,-22269,42865,-25956,-6652,
-19676,-41587,23512,28471,-30521,-25558,-60461,1947,30458,-33737,
-21957,-56264,-12023,56865,-14569,-43288,13781,-44944,58261,-24192,
-436,22077,3215,-62675,2857,52761,-1542,12162,-51492,24715,
-49036,-31604,29367,56209,1758,-23436,17416,-16050,49173,-30451,
-34441,-11422,-2484,-39745,60007,32049,-17578,-49807,-25280,49693,
-16864,-269,-64552,7134,-1593,7667,-19112,32795,12571,-12962,
8683,45889,-62791,57491,-62586,-55265,41862,-1888,-31836,9289,
58074,5725,54373,-13344,14112,-43738,-5289,-61144,37518,-25144,
-28935,-42268,-41223,-32488,17934,61978,-6657,-35588,-30385,-46371,
26266,-61952,5828,13385,-3045,-63298,-433,-24322,8277,-31877,
-59727,43404,-55480,-42497,9679,20350,5637,-47171,-10078,38852,
-5103,18770,57381,24595,63908,-35935,-36455,-52634,6828,20774,
49497,-6746,-22652,-7343,24384,53188,23353,-18994,-2715,-21719,
7392,47288,14398,35670,-34234,-57707,4008,-8611,37672,-50768,
55826,49840,29833,-40229,4351,257,49059,21850,-40479,-12110,
21616,29880,63350,-3687,39116,18762,51580,22931,37924,-8095,
-10949,31984,-44034,-33578,-55742,-837,-31454,-52948,61424,-17268,
-47099,-51028,-60442,-10045,56449,-62966,50995,-14782,-20014,53879,
22599,-48662,-60086,23122,56178,44014,-25806,-12090,6942,-26088,
-37879,-49040,48025,25617,-54832,-9768,40184,-13287,-2311,-40771,
33446,-3069,-5010,29756,-23676,28774,-44154,60222,24436,26264,
8921,23189,46046,60450,-22806,48938,-42192,-5400,-48557,-12770,
37265,44042,64670,-55190,32186,38633,-10902,-53930,-23609,-11305,
-57917,-52299,-4635,-55913,-20118,-49374,-18903,-17531,-47738,22581,
13498,-63458,51898,40875,-47836,58193,1912,44,-4869,36137,
-24422,-34266,35167,63179,62995,-19079,46517,-29412,-33580,6515,
-56700,-11380,-16165,-9879,2300,48417,22113,6636,-7454,-3578,
34576,10420,-64840,45002,-34685,-37471,-3220,-11812,-15196,54026,
-55105,-42466,43039,14782,37513,54312,56061,-60363,-64772,-13439,
-29235,-60758,30785,39135,-55496,-27066,29954,64315,-21391,-62024,
2003,-2395,-53937,-56173,-21878,50478,-52345,58768,-4026,-32879,
-51110,22320,46288,-26912,36472,12867,-38006,34420,-8346,-39359,
-62493,20253,-10907,-39364,-59733,1913,43795,16433,-51519,53293,
50209,25775,17424,-17141,15863,-35589,33656,46765,62768,-19287,
54497,43138,15828,64020,27748,30595,-6565,-12960,6411,2987,
-2839,61389,-21254,62479,38127,31876,-42394,6728,44220,-3028,
51622,-49146,-43455,59545,44184,19769,56551,-60848,59232,33535,
-37101,-51200,35401,-28470,36768,55338,33408,-14734,-51509,30020,
-54558,-64437,38506,-63989,-1168,49028,38543,-44349,19717,34444,
17545,18130,2314,-3727,-16556,3794,-46229,42940,-139,6596,
30429,9211,-8710,47274,-47049,-34987,-8977,28274,54205,-57068,
-50007,4558,-12309,-46777,7028,-18731,-8719,-26484,-63995,-8329,
-9605,-36116,21903,-52902,53799,-6223,45463,6162,-43473,61917,
-50303,44342,-21643,-62786,-48292,-8939,-16182,28243,-41326,-25373,
11365,-4198,-10909,19021,26333,-7605,3471,42369,64637,33961,
48308,18173,-40329,55017,54553,29490,14140,-60007,-4577,-301,
8614,5481,46011,9707,-38671,32214,47783,3378,-34761,29413,
-31358,19351,-46376,37155,54841,-39577,46404,49442,28391,62524,
-46377,53100,61234,25421,63889,26495,-24891,18710,36651,-9088,
-16471,-4531,32902,-62155,56179,-61780,24402,-26921,43511,55046,
6328,7010,57160,51121,-41536,-50498,51690,60564,2177,-57362,
40032,-8311,-46658,12829,19080,-26826,133,-8305,46586,20572,
59631,43970,47493,38670,18782,25819,-61420,-8987,-58174,43681,
59816,-40413,14725,30961,49018,-58142,33373,20615,48945,37730,
-47551,-53689,-6198,-25435,-63325,12345,5073,-40417,26143,-61733,
-40757,-24852,-16333,-24139,37722,-3104,55964,-8537,25493,-52855,
57597,-36059,-45973,-13742,-24466,496,-26819,-61226,-59943,42221,
37163,46792,-60725,-57163,-37577,27913,-27282,-44408,17307,-14932,
-57188,38191,-30073,-27420,1560,54204,52829,55500,-37068,34560,
252,22621,-27818,45977,-21620,47670,-46420,-15515,50872,51148,
-38971,2015,23451,50957,59203,-3250,29192,-28909,-28256,12237,
30579,9297,-25668,-8602,-56779,-52951,53093,43432,-26316,4756,
33368,21797,15610,14606,-2395,26072,60932,8609,-28326,-56948,
-50219,6905,-45906,-63771,-40279,13786,32009,44985,62228,25668,
55992,20704,21182,54660,-7001,-9188,47401,-36742,37640,-48768,
-46236,-40048,61504,47448,13605,33340,-22520,24885,-29149,-50195,
52132,51411,-61656,10213,-4924,35968,-258,-4400,43356,-61344,
-17488,-43471,36634,-41119,-23952,-21472,-9934,-28945,-36793,22921,
23165,-17619,-59006,23547,32647,-24550,35567,15179,-25936,50432,
-39344,45077,-32993,15513,59944,-12004,-20616,61553,25660,26832,
52558,6460,-31510,-38245,-53192,63741,-9660,48793,-39869,-61541,
23200,19971,-26707,29140,-38930,5616,-23167,-8795,-20570,180,
-47806,-14876,-33254,-21051,5048,-46250,-33207,-8901,27384,48304,
30931,4702,33431,3104,5288,-47889,-53053,2393,-55017,37184,
55812,-53415,10244,18725,-53127,20486,-37567,30662,-29705,-35359,
59154,54117,-43393,-5829,34570,-38397,-5498,52361,-64842,63790,
22360,43863,45785,-52636,-26960,-42126,43609,14035,2288,47051,
-31668,32249,-41522,52743,-59783,-62193,-64243,-57722,-62830,64439,
14393,35350,-31015,56,8504,-37695,-19233,-6266,-52735,20225,
50888,-60278,49684,-58472,-64984,-59246,54023,62621,-57307,-53567,
-12367,-53616,34231,6075,-6006,60026,-47476,-12688,-61126,-11056,
58591,-41442,56678,-37619,-1749,25611,39756,-62278,10104,-63981,
-50219,-10719,-31497,12770,20930,29919,-48779,-35066,12606,-5569,
2101,-20605,20759,1469,-51754,8917,40749,-10924,3351,-1246,
-45866,48721,335,38031,4226,-24460,-3754,-35130,-63745,22428,
63604,14313,54629,-50515,-2664,-40663,-56680,34935,9590,-16130,
-789,-14733,15226,-20775,-39590,21693,18680,-33462,-50921,-38704,
-25898,-39395,-15183,-39721,3527,-61672,-61582,-16837,-22774,63977,
-62534,-12474,-64722,-18988,3909,58475,58526,-29173,-34576,-50727,
-38726,13543,30073,-31094,43792,24833,55171,-11955,-10734,-32161,
11299,30324,-6155,-1161,-359,31537,44038,-33090,32300,62378,
-24091,450,60187,-38645,-46306,-2048,-28496,-24046,-38533,28013,
21388,43634,-64550,-21114,-55305,-1039,63042,-7627,-60802,46913,
42349,47566,-64144,14768,46376,-23436,9622,-482,8244,-63593,
-54084,-6085,2298,-34862,3960,-25268,15163,-4045,30924,-62085,
-20887,36311,22992,43608,-30096,-49126,3504,46680,-35311,-44884,
-3037,2353,-33578,49241,17317,16596,37727,22069,-59949,16922,
-12234,-19194,-47160,16074,-45493,48493,50191,26656,-6370,-41914,
34405,62808,-26907,-41689,49046,-52158,-61778,-28653,-28098,25839,
40360,-10748,46559,4209,27728,23977,-35329,-49410,5648,11828,
34240,-18782,34566,61157,12364,51484,-13853,-45460,-45108,-30464,
-64111,-63646,4541,39157,41044,24211,-17546,8666,49106,59046,
-60578,35539,-60564,-11700,54007,-26168,-6384,50053,1942,-13650,
-35209,46493,-22044,58793,33603,62355,-19279,7593,-24751,-50825,
44635,42896,23377,41291,-50418,61592,-63258,-38103,56105,40671,
46471,607,-32588,-28492,-28382,-11123,1535,-53474,-1833,-13516,
59220,18336,30898,-7687,48435,-57349,11835,31007,8629,-4494,
34974,-49820,-49138,17923,48515,16905,14700,36193,-28667,33333,
35607,-43316,-30336,-58791,18692,-12377,-64714,29285,-60373,39477,
37857,18530,33556,55412,-53289,-53728,-5391,55285,1389,-32190,
-38038,1907,-45793,-62950,-28760,-14731,14560,-11507,-50887,16170,
-16758,-47045,-50633,-26415,-52162,-15074,43753,20754,16216,45645,
6697,-14417,56002,21782,-43547,19461,16562,57825,15156,16293,
-16693,63562,-30970,-18704,54034,-64009,48960,27651,21495,30276,
25827,-12392,52544,7580,-9347,64631,-27707,-17642,-62922,44499,
-3344,30925,-10734,-55080,-37624,24318,48217,-31062,-22173,7162,
-6919,-43477,-64461,-46267,51530,-11507,40490,-37713,-11561,39015,
3718,9365,-6067,38794,-1128,-30800,-59974,-33249,51648,-24032,
-42035,5393,36586,-19228,20214,11921,-60898,-39114,60075,15255,
-14616,-47614,-51036,-19472,41711,893,40439,30303,29357,-34674,
47457,41990,19206,-51201,-27802,-45340,22073,-14218,48678,39723,
-21897,43196,-17121,57422,6093,-40785,60876,-14513,2945,60644,
-28551,-34743,-5745,-18347,25773,-50056,24665,-23200,-53497,48107,
-41760,-30514,-19755,27108,-40917,42737,35279,22402,-40783,-64311,
-34106,7819,-44410,54946,50482,29022,34216,36848,-5259,-35267,
55724,-18820,-63902,15033,-18593,-51953,9888,16786,-4076,55911,
-26372,8014,-41073,9273,-45593,-20217,7992,8938,25101,-15559,
811,-18356,4856,-29088,52751,-16419,-59332,-22057,-6818,-44246,
-22564,-50851,-47977,35411,-49022,-19592,43432,37561,-56628,5527,
40847,-31112,-48605,54391,-60311,-54240,-53087,62217,37838,42703,
57726,-18357,48691,40860,-17209,-50996,14809,53914,-26807,48281,
39899,-60838,25049,8044,52654,1449,-59812,6980,40109,-62477,
-63097,59824,-20746,-34329,-38824,58197,54696,863,-50708,-29767,
30481,42420,-2340,-2951,35522,39764,-63115,53744,52357,26708,
-53018,-13590,61904,21105,-8425,9033,-27840,-60319,-56658,-17142,
-50047,63058,-50136,-8508,31555,21702,-38215,55700,-24506,48409,
-18269,-25196,60040,36583,14348,47416,-24194,56198,12425,57968,
-23404,55087,-26109,4475,-60577,31918,-44893,-43647,-35241,-45919,
-39829,60249,-3312,63563,45074,-52153,56966,22662,28936,47368,
33985,-5737,-12806,-51107,-38458,53849,-48506,-1962,-54177,-34863,
58136,-36581,-39481,44954,-48271,1317,-4290,45440,-34252,3216,
-50492,57912,-48162,59957,-31695,59841,64494,-10849,54795,24945,
-10037,-11328,-6329,-8888,-4084,-22744,-2286,25944,-25531,15529,
18106,43777,-46458,58833,6487,-36221,3232,19982,-35330,25641,
-13534,25088,-41826,23409,21519,64797,56683,-29334,36112,32141,
37221,-22202,-26678,-29663,-42201,55764,44924,39738,-54645,22153,
-36239,3167,14882,26042,-52690,23097,10951,44452,64622,-52750,
-54860,-47453,28625,4510,57183,-541,-1519,-37218,-41103,-8650,
51100,32127,43857,-9421,-38227,-15362,27634,-28425,-19185,61332,
-29263,48373,-20327,-64529,-5394,40976,-50747,16217,-1808,-46661,
27033,-4807,-55336,-57487,41352,17315,6005,33358,-56812,63224,
-59649,-57941,-52420,32183,-56873,-33145,-13473,-18234,830,24661,
21219,-30221,-12569,-58694,-18999,-24451,-51354,5469,-55291,56389,
3687,-32082,32392,-59195,34532,53342,-50839,-15815,29211,7375,
52999,60050,-25391,-9492,46753,57450,6937,13657,-55250,-50267,
30250,35000,31705,-16907,34452,20975,-5877,-55498,-57387,36578,
49741,7448,52844,8369,56120,43273,20817,-19338,29772,-26461,
15903,-10985,8775,-42895,52700,-48310,12498,3956,-58959,57509,
-36682,-23090,12055,-21110,-57375,-42719,-31251,-30188,17903,-30104,
18686,43098,9829,-24653,-41686,21903,-34535,-24212,-47850,-13095,
-7168,60085,18331,-57564,-13455,-34181,11121,-16534,43676,19380,
-37354,4326,12077,-60648,56292,-16331,-38280,34973,-40627,48395,
46139,-14092,44828,-60716,-50075,-25700,-19647,38868,62501,8376,
52990,29432,-57755,14251,57669,-23551,7255,26306,-13344,20984,
-61384,6719,-1907,-2664,-28469,-50017,31965,-30055,-49770,55053,
-13084,58378,41328,-59392,-43728,11648,27264,-30501,-27633,-30692,
-19157,40669,-21408,-1628,10383,63643,16801,-36410,31114,-56445,
-11166,62771,51416,40232,-40070,1402,-19801,39998,53015,-57902,
-21651,27569,2888,-49819,-27759,-39702,-312,56919,-58310,32458,
-21269,35298,47059,-54286,-7589,2347,-22346,28638,7436,-13556,
28595,-29148,-9372,-31872,8846,30421,-3947,53646,-14720,4154,
6743,-38301,-35897,-24519,49407,40041,-29704,53708,64950,39852,
31770,26353,-2394,34067,59464,-36656,64184,-33640,-38851,44122,
62572,6254,48129,-36205,7651,49949,-43349,-31440,-6597,-9067,
64484,44629,-26752,28103,7622,-33943,-60585,9716,-25845,-11191,
-63207,-46756,-56319,-4306,18878,14173,-6044,-64819,46979,-14979,
-62835,46879,-13011,-25723,-32564,48364,-42845,26314,55110,-45639,
6543,12436,15151,44084,57962,-31136,20105,58375,-29653,-17430,
5115,-19230,-290,-50836,6914,-23088,-55321,12614,48959,-26201,
-18,-39074,37778,-13766,-62915,-16599,20104,23702,-38966,-15282,
4815,57303,18065,-20046,-17668,-50188,-51974,-11864,5622,26959,
42254,-14899,-1256,-13377,25708,61932,-48995,38959,-45849,9623,
56692,-16060,-41090,14345,21719,-55819,-24742,-59247,51042,38208,
-18043,-27246,-47273,35064,-58725,-6262,17571,-50007,-39205,50507,
-26650,-41924,24337,59965,-22444,-62081,47766,-540,-57781,-14342,
-14855,54050,45264,-45121,8073,-11180,-4302,-54747,11202,48011,
-8168,-22114,-36589,39848,-7479,13900,16605,12872,-56622,-56895,
-14947,-20208,-10427,-37907,50445,-27363,-27204,20713,-42208,-24655,
26361,410,38739,49568,-61354,27910,-3369,8058,-4534,9555,
-24427,-9407,-58587,-56625,-6729,-1455,36692,41405,-59931,58679,
56969,-48159,-39048,-58447,5283,-38891,-24464,-40211,52862,59443,
113,-58301,-50385,23561,-18401,18674,-15296,-8604,55273,-39954,
-14582,-64103,-30102,-61353,-35093,-62991,34108,-17579,-2270,57561,
24707,-63903,22737,14188,-21520,757,-11598,-3828,48120,-1448,
9786,48773,52866,-15861,-36253,-23198,24325,24654,50884,-28271,
35964,61793,15688,44650,37213,2692,-57554,-42603,-42623,52403,
-59984,-45898,-42911,-49757,25536,-17307,-58798,46981,56901,-1046,
-62020,-41617,-54979,10165,-56136,31275,6360,43588,-9448,-40420,
50076,58852,56127,7839,-44822,-61190,48549,56614,54881,-10364,
-11780,24898,43854,-5655,47724,-42633,20193,-16750,62429,-5850,
-23871,64714,-7825,-38002,-26673,-34552,-4437,20999,59130,-33536,
-2939,-251,1480,-52640,29605,60300,-36885,44229,34642,-14453,
-58646,60853,-8379,55021,-25461,12952,-6714,47316,1456,12984,
52961,-27582,28243,-25700,-58341,38113,-37810,-13853,25105,40232,
57755,-64728,28244,33775,15705,63663,-2225,37957,27750,52607,
-23511,4137,-17300,19519,-58467,47874,-43904,-1611,-38414,-7593,
-38408,-27589,45514,-62306,27446,-63820,-36331,33529,27983,-18945,
-15509,20742,-47896,48130,50008,60875,55391,-57858,29306,58332,
-59507,-9053,49685,40744,38869,37053,39076,46730,-2179,49176,
40468,32918,42176,54619,14370,-60331,-33925,7917,44607,-1772,
-31864,32824,-27984,-46578,1906,-31569,26147,-14919,57176,18156,
-48083,61551,-48412,6195,11755,62810,60229,50549,-26752,-5782,
-32791,-42862,-9224,-58272,63929,-11636,19489,-44586,-18979,5030,
-22106,2411,-38796,-23982,946,-45558,61458,43154,-50957,-55517,
17328,-27605,9629,28246,-1962,-56455,-18267,-62763,-35498,17887,
-36340,-30689,-60324,21894,-17441,-33031,-24001,-38248,34461,41449,
